bot_config,lam_confirm,lam_disconfirm,session_id,round,draw_red,draw_blue,true_bayes_mode,bot_mode,modes_diverge,quadratic_score
moderate_cb,0.1,0.6,224,2,0,3,6,2,1,0.016504522276136177
moderate_cb,0.1,0.6,224,3,3,0,11,16,1,0.05473334626049424
moderate_cb,0.1,0.6,224,4,1,2,10,11,1,0.12674705987310653
moderate_cb,0.1,0.6,224,5,3,0,12,14,1,0.1494317795358872
moderate_cb,0.1,0.6,225,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,225,2,3,0,13,18,1,0.0443408407179849
moderate_cb,0.1,0.6,225,3,1,2,11,9,1,0.09221228975509668
moderate_cb,0.1,0.6,225,4,1,2,10,9,1,0.040478615299278764
moderate_cb,0.1,0.6,225,5,2,1,11,10,1,0.12753474618367583
moderate_cb,0.1,0.6,226,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,226,2,3,0,17,17,0,0.027150286584242192
moderate_cb,0.1,0.6,226,3,3,0,18,19,1,-0.06633475038380772
moderate_cb,0.1,0.6,226,4,2,1,17,17,0,-0.082779498895734
moderate_cb,0.1,0.6,226,5,1,2,15,14,1,0.027561335403142873
moderate_cb,0.1,0.6,227,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,227,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,227,3,3,0,16,16,0,0.041531487903654185
moderate_cb,0.1,0.6,227,4,2,1,15,15,0,0.01582256251833665
moderate_cb,0.1,0.6,227,5,0,3,12,10,1,0.1289044534118196
moderate_cb,0.1,0.6,228,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,228,2,1,2,10,10,0,0.09696732903171809
moderate_cb,0.1,0.6,228,3,1,2,9,9,0,0.05029713028765208
moderate_cb,0.1,0.6,228,4,1,2,8,8,0,-0.021196641752122755
moderate_cb,0.1,0.6,228,5,3,0,11,12,1,0.21428955698368646
moderate_cb,0.1,0.6,229,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,229,2,1,2,6,6,0,0.006334523612826604
moderate_cb,0.1,0.6,229,3,3,0,11,16,1,0.09197244391362835
moderate_cb,0.1,0.6,229,4,3,0,13,16,1,-0.024687856548007328
moderate_cb,0.1,0.6,229,5,2,1,13,15,1,0.010699998500633634
moderate_cb,0.1,0.6,230,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,230,2,2,1,10,10,0,0.09750685307008773
moderate_cb,0.1,0.6,230,3,2,1,11,11,0,0.15950502730043156
moderate_cb,0.1,0.6,230,4,2,1,12,12,0,0.23181564647920425
moderate_cb,0.1,0.6,230,5,3,0,14,14,0,0.11314818506323263
moderate_cb,0.1,0.6,231,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,231,2,0,3,6,2,1,0.016504522276136177
moderate_cb,0.1,0.6,231,3,2,1,9,11,1,0.10841994741928704
moderate_cb,0.1,0.6,231,4,3,0,12,14,1,0.13942220713671855
moderate_cb,0.1,0.6,231,5,2,1,12,13,1,0.2291919629809258
moderate_cb,0.1,0.6,232,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,232,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,232,3,2,1,13,13,0,0.15280463928342938
moderate_cb,0.1,0.6,232,4,3,0,15,15,0,0.03772560367369604
moderate_cb,0.1,0.6,232,5,1,2,14,13,1,0.20939387661601838
moderate_cb,0.1,0.6,233,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,233,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,233,3,1,2,11,11,0,0.15470668622495148
moderate_cb,0.1,0.6,233,4,2,1,12,12,0,0.22906155973878983
moderate_cb,0.1,0.6,233,5,2,1,12,12,0,0.3273410670603528
moderate_cb,0.1,0.6,234,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,234,2,1,2,10,10,0,0.09696732903171809
moderate_cb,0.1,0.6,234,3,1,2,9,9,0,0.05029713028765208
moderate_cb,0.1,0.6,234,4,3,0,12,15,1,0.13337971216799624
moderate_cb,0.1,0.6,234,5,1,2,11,10,1,0.12204231277886436
moderate_cb,0.1,0.6,235,1,3,0,20,20,0,-0.003911893033829966
moderate_cb,0.1,0.6,235,2,2,1,17,17,0,0.022002484883327664
moderate_cb,0.1,0.6,235,3,2,1,16,16,0,0.024415180605720857
moderate_cb,0.1,0.6,235,4,2,1,15,15,0,-0.004534120826401061
moderate_cb,0.1,0.6,235,5,2,1,15,15,0,-0.07618850171876573
moderate_cb,0.1,0.6,236,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,236,2,1,2,6,6,0,0.006334523612826604
moderate_cb,0.1,0.6,236,3,3,0,11,16,1,0.09197244391362835
moderate_cb,0.1,0.6,236,4,1,2,10,10,0,0.07837903726461802
moderate_cb,0.1,0.6,236,5,2,1,11,11,0,0.1776386739090209
moderate_cb,0.1,0.6,237,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,237,2,2,1,10,10,0,0.09750685307008773
moderate_cb,0.1,0.6,237,3,2,1,11,11,0,0.15950502730043156
moderate_cb,0.1,0.6,237,4,2,1,12,12,0,0.23181564647920425
moderate_cb,0.1,0.6,237,5,2,1,12,12,0,0.3265336937610281
moderate_cb,0.1,0.6,238,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,238,2,2,1,10,10,0,0.09750685307008773
moderate_cb,0.1,0.6,238,3,2,1,11,11,0,0.15950502730043156
moderate_cb,0.1,0.6,238,4,3,0,13,14,1,0.10626340323266081
moderate_cb,0.1,0.6,238,5,2,1,13,14,1,0.10251782013644797
moderate_cb,0.1,0.6,239,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,239,2,1,2,10,10,0,0.09696732903171809
moderate_cb,0.1,0.6,239,3,2,1,11,11,0,0.15882450166613926
moderate_cb,0.1,0.6,239,4,3,0,13,14,1,0.1006710731816317
moderate_cb,0.1,0.6,239,5,1,2,12,11,1,0.21928812414879703
moderate_cb,0.1,0.6,240,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,240,2,3,0,17,17,0,0.027150286584242192
moderate_cb,0.1,0.6,240,3,2,1,16,16,0,0.030196777488033566
moderate_cb,0.1,0.6,240,4,0,3,12,8,1,0.07137275745226733
moderate_cb,0.1,0.6,240,5,3,0,13,15,1,-0.017723849494762717
moderate_cb,0.1,0.6,241,1,0,3,0,0,0,-0.021451999985701665
moderate_cb,0.1,0.6,241,2,3,0,10,17,1,0.0317837368904923
moderate_cb,0.1,0.6,241,3,2,1,11,14,1,0.10683665754592894
moderate_cb,0.1,0.6,241,4,2,1,12,13,1,0.17769200789594555
moderate_cb,0.1,0.6,241,5,1,2,11,11,0,0.25708587500919267
moderate_cb,0.1,0.6,242,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,242,2,1,2,6,6,0,0.006334523612826604
moderate_cb,0.1,0.6,242,3,1,2,6,6,0,-0.039975405408405336
moderate_cb,0.1,0.6,242,4,1,2,6,6,0,-0.09475390684310034
moderate_cb,0.1,0.6,242,5,3,0,9,10,1,0.15835364153054632
moderate_cb,0.1,0.6,243,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,243,2,2,1,10,10,0,0.09750685307008773
moderate_cb,0.1,0.6,243,3,1,2,9,9,0,0.05136106410756386
moderate_cb,0.1,0.6,243,4,3,0,12,14,1,0.1343393639030731
moderate_cb,0.1,0.6,243,5,2,1,12,13,1,0.24415796122976435
moderate_cb,0.1,0.6,244,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,244,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,244,3,1,2,11,11,0,0.15470668622495148
moderate_cb,0.1,0.6,244,4,3,0,13,15,1,0.08067179591705015
moderate_cb,0.1,0.6,244,5,1,2,12,11,1,0.20735700132829013
moderate_cb,0.1,0.6,245,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,245,2,1,2,10,10,0,0.09696732903171809
moderate_cb,0.1,0.6,245,3,3,0,13,16,1,0.07027507743318143
moderate_cb,0.1,0.6,245,4,2,1,13,14,1,0.1071521194441327
moderate_cb,0.1,0.6,245,5,2,1,13,14,1,0.10442521067791119
moderate_cb,0.1,0.6,246,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,246,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,246,3,1,2,11,11,0,0.15470668622495148
moderate_cb,0.1,0.6,246,4,2,1,12,12,0,0.22906155973878983
moderate_cb,0.1,0.6,246,5,1,2,11,11,0,0.15869329774716276
moderate_cb,0.1,0.6,247,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,247,2,1,2,6,6,0,0.006334523612826604
moderate_cb,0.1,0.6,247,3,2,1,9,9,0,0.055026342007676574
moderate_cb,0.1,0.6,247,4,2,1,10,10,0,0.11489887787237636
moderate_cb,0.1,0.6,247,5,3,0,12,13,1,0.251789520753157
moderate_cb,0.1,0.6,248,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,248,2,3,0,13,18,1,0.0443408407179849
moderate_cb,0.1,0.6,248,3,2,1,13,15,1,0.08917065824802804
moderate_cb,0.1,0.6,248,4,2,1,13,14,1,0.11568658384489458
moderate_cb,0.1,0.6,248,5,2,1,13,14,1,0.10277533282244125
moderate_cb,0.1,0.6,249,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,249,2,2,1,10,10,0,0.09750685307008773
moderate_cb,0.1,0.6,249,3,2,1,11,11,0,0.15950502730043156
moderate_cb,0.1,0.6,249,4,1,2,10,10,0,0.09944695242056673
moderate_cb,0.1,0.6,249,5,2,1,11,11,0,0.17041952481624914
moderate_cb,0.1,0.6,250,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,250,2,3,0,17,17,0,0.027150286584242192
moderate_cb,0.1,0.6,250,3,2,1,16,16,0,0.030196777488033566
moderate_cb,0.1,0.6,250,4,0,3,12,8,1,0.07137275745226733
moderate_cb,0.1,0.6,250,5,3,0,13,15,1,-0.017723849494762717
moderate_cb,0.1,0.6,251,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,251,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,251,3,1,2,11,11,0,0.15470668622495148
moderate_cb,0.1,0.6,251,4,3,0,13,15,1,0.08067179591705015
moderate_cb,0.1,0.6,251,5,2,1,13,14,1,0.09333591452058707
moderate_cb,0.1,0.6,252,1,3,0,20,20,0,-0.003911893033829966
moderate_cb,0.1,0.6,252,2,2,1,17,17,0,0.022002484883327664
moderate_cb,0.1,0.6,252,3,0,3,11,5,1,0.023744915616504964
moderate_cb,0.1,0.6,252,4,2,1,12,11,1,0.1356793115209825
moderate_cb,0.1,0.6,252,5,2,1,12,12,0,0.2598223357494195
moderate_cb,0.1,0.6,253,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,253,2,1,2,6,6,0,0.006334523612826604
moderate_cb,0.1,0.6,253,3,2,1,9,9,0,0.055026342007676574
moderate_cb,0.1,0.6,253,4,1,2,8,8,0,-0.016346424414165464
moderate_cb,0.1,0.6,253,5,2,1,9,9,0,-0.028974160371702598
moderate_cb,0.1,0.6,254,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,254,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,254,3,1,2,11,11,0,0.15470668622495148
moderate_cb,0.1,0.6,254,4,2,1,12,12,0,0.22906155973878983
moderate_cb,0.1,0.6,254,5,2,1,12,12,0,0.3273410670603528
moderate_cb,0.1,0.6,255,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,255,2,2,1,10,10,0,0.09750685307008773
moderate_cb,0.1,0.6,255,3,3,0,13,15,1,0.08526863797445765
moderate_cb,0.1,0.6,255,4,1,2,12,11,1,0.15168260360381472
moderate_cb,0.1,0.6,255,5,2,1,12,12,0,0.2791716976074481
moderate_cb,0.1,0.6,256,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,256,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,256,3,2,1,13,13,0,0.15280463928342938
moderate_cb,0.1,0.6,256,4,2,1,13,13,0,0.1655564644617659
moderate_cb,0.1,0.6,256,5,0,3,11,10,1,0.09149119462810394
moderate_cb,0.1,0.6,257,1,0,3,0,0,0,-0.021451999985701665
moderate_cb,0.1,0.6,257,2,3,0,10,17,1,0.0317837368904923
moderate_cb,0.1,0.6,257,3,3,0,13,17,1,-0.07695208681328979
moderate_cb,0.1,0.6,257,4,1,2,12,17,1,0.1352810423049399
moderate_cb,0.1,0.6,257,5,2,1,12,12,0,0.2694197734909825
moderate_cb,0.1,0.6,258,1,3,0,20,20,0,-0.003911893033829966
moderate_cb,0.1,0.6,258,2,1,2,13,10,1,0.07411829965877684
moderate_cb,0.1,0.6,258,3,2,1,13,12,1,0.13695806160162033
moderate_cb,0.1,0.6,258,4,2,1,13,13,0,0.1797759077004238
moderate_cb,0.1,0.6,258,5,1,2,12,12,0,0.2846704378468721
moderate_cb,0.1,0.6,259,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,259,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,259,3,2,1,13,13,0,0.15280463928342938
moderate_cb,0.1,0.6,259,4,2,1,13,13,0,0.1655564644617659
moderate_cb,0.1,0.6,259,5,1,2,12,12,0,0.3028125654637883
moderate_cb,0.1,0.6,260,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,260,2,1,2,10,10,0,0.09696732903171809
moderate_cb,0.1,0.6,260,3,1,2,9,9,0,0.05029713028765208
moderate_cb,0.1,0.6,260,4,3,0,12,15,1,0.13337971216799624
moderate_cb,0.1,0.6,260,5,1,2,11,10,1,0.12204231277886436
moderate_cb,0.1,0.6,261,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,261,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,261,3,2,1,13,13,0,0.15280463928342938
moderate_cb,0.1,0.6,261,4,1,2,12,12,0,0.21935818787354944
moderate_cb,0.1,0.6,261,5,3,0,14,15,1,0.08555060466646408
moderate_cb,0.1,0.6,262,1,0,3,0,0,0,-0.021451999985701665
moderate_cb,0.1,0.6,262,2,1,2,3,3,0,-0.03807372173034628
moderate_cb,0.1,0.6,262,3,3,0,9,15,1,0.09225793429342183
moderate_cb,0.1,0.6,262,4,2,1,10,12,1,0.19765767208081775
moderate_cb,0.1,0.6,262,5,2,1,11,12,1,0.31303551276433217
moderate_cb,0.1,0.6,263,1,3,0,20,20,0,-0.003911893033829966
moderate_cb,0.1,0.6,263,2,2,1,17,17,0,0.022002484883327664
moderate_cb,0.1,0.6,263,3,1,2,13,12,1,0.12677338603238375
moderate_cb,0.1,0.6,263,4,1,2,12,11,1,0.16862698225341555
moderate_cb,0.1,0.6,263,5,3,0,14,15,1,0.08890982069547101
moderate_cb,0.1,0.6,264,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,264,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,264,3,2,1,13,13,0,0.15280463928342938
moderate_cb,0.1,0.6,264,4,2,1,13,13,0,0.1655564644617659
moderate_cb,0.1,0.6,264,5,3,0,15,15,0,0.0021698402774341374
moderate_cb,0.1,0.6,265,1,3,0,20,20,0,-0.003911893033829966
moderate_cb,0.1,0.6,265,2,1,2,13,10,1,0.07411829965877684
moderate_cb,0.1,0.6,265,3,0,3,9,6,1,-0.00556865257844491
moderate_cb,0.1,0.6,265,4,3,0,12,15,1,0.0810068548408315
moderate_cb,0.1,0.6,265,5,2,1,12,13,1,0.20159766393919568
moderate_cb,0.1,0.6,266,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,266,2,3,0,17,17,0,0.027150286584242192
moderate_cb,0.1,0.6,266,3,1,2,13,12,1,0.121559379110885
moderate_cb,0.1,0.6,266,4,1,2,12,11,1,0.14902938348923123
moderate_cb,0.1,0.6,266,5,2,1,12,12,0,0.2806602623322084
moderate_cb,0.1,0.6,267,1,3,0,20,20,0,-0.003911893033829966
moderate_cb,0.1,0.6,267,2,3,0,20,20,0,-0.09395760818345414
moderate_cb,0.1,0.6,267,3,0,3,13,6,1,-0.005014157293434671
moderate_cb,0.1,0.6,267,4,2,1,13,11,1,0.14186518987279914
moderate_cb,0.1,0.6,267,5,2,1,13,13,0,0.2321532070928129
moderate_cb,0.1,0.6,268,1,3,0,20,20,0,-0.003911893033829966
moderate_cb,0.1,0.6,268,2,3,0,20,20,0,-0.09395760818345414
moderate_cb,0.1,0.6,268,3,2,1,18,18,0,-0.06420883426271534
moderate_cb,0.1,0.6,268,4,2,1,17,17,0,-0.08761358757398198
moderate_cb,0.1,0.6,268,5,1,2,15,15,0,-0.0018628765478537201
moderate_cb,0.1,0.6,269,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,269,2,2,1,10,10,0,0.09750685307008773
moderate_cb,0.1,0.6,269,3,1,2,9,9,0,0.05136106410756386
moderate_cb,0.1,0.6,269,4,2,1,10,10,0,0.10709160588943027
moderate_cb,0.1,0.6,269,5,3,0,12,13,1,0.23002911163287013
moderate_cb,0.1,0.6,270,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,270,2,2,1,10,10,0,0.09750685307008773
moderate_cb,0.1,0.6,270,3,2,1,11,11,0,0.15950502730043156
moderate_cb,0.1,0.6,270,4,2,1,12,12,0,0.23181564647920425
moderate_cb,0.1,0.6,270,5,2,1,12,12,0,0.3265336937610281
moderate_cb,0.1,0.6,271,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,271,2,2,1,10,10,0,0.09750685307008773
moderate_cb,0.1,0.6,271,3,0,3,6,4,1,0.0020344584877850652
moderate_cb,0.1,0.6,271,4,2,1,8,10,1,0.06252946408555644
moderate_cb,0.1,0.6,271,5,3,0,11,12,1,0.29650198775646375
moderate_cb,0.1,0.6,272,1,3,0,20,20,0,-0.003911893033829966
moderate_cb,0.1,0.6,272,2,1,2,13,10,1,0.07411829965877684
moderate_cb,0.1,0.6,272,3,1,2,11,9,1,0.07724291299677534
moderate_cb,0.1,0.6,272,4,2,1,12,11,1,0.17101637391084726
moderate_cb,0.1,0.6,272,5,2,1,12,12,0,0.29770616594819443
moderate_cb,0.1,0.6,273,1,3,0,20,20,0,-0.003911893033829966
moderate_cb,0.1,0.6,273,2,2,1,17,17,0,0.022002484883327664
moderate_cb,0.1,0.6,273,3,2,1,16,16,0,0.024415180605720857
moderate_cb,0.1,0.6,273,4,1,2,13,13,0,0.16157585268045058
moderate_cb,0.1,0.6,273,5,1,2,12,12,0,0.2809372001313942
moderate_cb,0.1,0.6,274,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,274,2,1,2,6,6,0,0.006334523612826604
moderate_cb,0.1,0.6,274,3,3,0,11,16,1,0.09197244391362835
moderate_cb,0.1,0.6,274,4,3,0,13,16,1,-0.024687856548007328
moderate_cb,0.1,0.6,274,5,2,1,13,15,1,0.010699998500633634
moderate_cb,0.1,0.6,275,1,3,0,20,20,0,-0.003911893033829966
moderate_cb,0.1,0.6,275,2,3,0,20,20,0,-0.09395760818345414
moderate_cb,0.1,0.6,275,3,1,2,16,20,1,0.07007808374861538
moderate_cb,0.1,0.6,275,4,0,3,12,8,1,0.015038281919608876
moderate_cb,0.1,0.6,275,5,3,0,13,15,1,0.0005154069441091202
moderate_cb,0.1,0.6,276,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,276,2,2,1,10,10,0,0.09750685307008773
moderate_cb,0.1,0.6,276,3,1,2,9,9,0,0.05136106410756386
moderate_cb,0.1,0.6,276,4,1,2,8,8,0,-0.02005155670824839
moderate_cb,0.1,0.6,276,5,2,1,9,9,0,-0.033737653420961924
moderate_cb,0.1,0.6,277,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,277,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,277,3,3,0,16,16,0,0.041531487903654185
moderate_cb,0.1,0.6,277,4,2,1,15,15,0,0.01582256251833665
moderate_cb,0.1,0.6,277,5,1,2,13,13,0,0.18274744422332062
moderate_cb,0.1,0.6,278,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,278,2,1,2,6,6,0,0.006334523612826604
moderate_cb,0.1,0.6,278,3,1,2,6,6,0,-0.039975405408405336
moderate_cb,0.1,0.6,278,4,3,0,10,11,1,0.1292587421097226
moderate_cb,0.1,0.6,278,5,2,1,11,11,0,0.25294411480168133
moderate_cb,0.1,0.6,279,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,279,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,279,3,0,3,9,4,1,0.04999233615333244
moderate_cb,0.1,0.6,279,4,2,1,10,10,0,0.14910014696015908
moderate_cb,0.1,0.6,279,5,3,0,12,13,1,0.1821481793677013
moderate_cb,0.1,0.6,280,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,280,2,3,0,13,18,1,0.0443408407179849
moderate_cb,0.1,0.6,280,3,2,1,13,15,1,0.08917065824802804
moderate_cb,0.1,0.6,280,4,2,1,13,14,1,0.11568658384489458
moderate_cb,0.1,0.6,280,5,1,2,12,12,0,0.2823520853722601
moderate_cb,0.1,0.6,281,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,281,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,281,3,2,1,13,13,0,0.15280463928342938
moderate_cb,0.1,0.6,281,4,1,2,12,12,0,0.21935818787354944
moderate_cb,0.1,0.6,281,5,2,1,12,12,0,0.3218719790589648
moderate_cb,0.1,0.6,282,1,3,0,20,20,0,-0.003911893033829966
moderate_cb,0.1,0.6,282,2,3,0,20,20,0,-0.09395760818345414
moderate_cb,0.1,0.6,282,3,2,1,18,18,0,-0.06420883426271534
moderate_cb,0.1,0.6,282,4,0,3,13,8,1,0.0920176684235755
moderate_cb,0.1,0.6,282,5,1,2,12,10,1,0.15033590964378815
moderate_cb,0.1,0.6,283,1,3,0,20,20,0,-0.003911893033829966
moderate_cb,0.1,0.6,283,2,2,1,17,17,0,0.022002484883327664
moderate_cb,0.1,0.6,283,3,2,1,16,16,0,0.024415180605720857
moderate_cb,0.1,0.6,283,4,1,2,13,13,0,0.16157585268045058
moderate_cb,0.1,0.6,283,5,2,1,13,13,0,0.1752830458665778
moderate_cb,0.1,0.6,284,1,0,3,0,0,0,-0.021451999985701665
moderate_cb,0.1,0.6,284,2,2,1,6,10,1,0.06994399878030787
moderate_cb,0.1,0.6,284,3,3,0,11,14,1,0.10620502508183267
moderate_cb,0.1,0.6,284,4,1,2,10,11,1,0.14419621162183527
moderate_cb,0.1,0.6,284,5,2,1,11,11,0,0.2586770922432009
moderate_cb,0.1,0.6,285,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,285,2,1,2,10,10,0,0.09696732903171809
moderate_cb,0.1,0.6,285,3,2,1,11,11,0,0.15882450166613926
moderate_cb,0.1,0.6,285,4,3,0,13,14,1,0.1006710731816317
moderate_cb,0.1,0.6,285,5,1,2,12,11,1,0.21928812414879703
moderate_cb,0.1,0.6,286,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,286,2,2,1,10,10,0,0.09750685307008773
moderate_cb,0.1,0.6,286,3,3,0,13,15,1,0.08526863797445765
moderate_cb,0.1,0.6,286,4,2,1,13,14,1,0.11359180573940066
moderate_cb,0.1,0.6,286,5,2,1,13,14,1,0.10333621353505451
moderate_cb,0.1,0.6,287,1,3,0,20,20,0,-0.003911893033829966
moderate_cb,0.1,0.6,287,2,2,1,17,17,0,0.022002484883327664
moderate_cb,0.1,0.6,287,3,2,1,16,16,0,0.024415180605720857
moderate_cb,0.1,0.6,287,4,2,1,15,15,0,-0.004534120826401061
moderate_cb,0.1,0.6,287,5,0,3,12,11,1,0.17028797259883446
moderate_cb,0.1,0.6,288,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,288,2,3,0,17,17,0,0.027150286584242192
moderate_cb,0.1,0.6,288,3,2,1,16,16,0,0.030196777488033566
moderate_cb,0.1,0.6,288,4,1,2,13,13,0,0.1623607781592734
moderate_cb,0.1,0.6,288,5,1,2,12,12,0,0.2675417414431235
moderate_cb,0.1,0.6,289,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,289,2,1,2,6,6,0,0.006334523612826604
moderate_cb,0.1,0.6,289,3,3,0,11,16,1,0.09197244391362835
moderate_cb,0.1,0.6,289,4,1,2,10,10,0,0.07837903726461802
moderate_cb,0.1,0.6,289,5,2,1,11,11,0,0.1776386739090209
moderate_cb,0.1,0.6,290,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,290,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,290,3,1,2,11,11,0,0.15470668622495148
moderate_cb,0.1,0.6,290,4,2,1,12,12,0,0.22906155973878983
moderate_cb,0.1,0.6,290,5,1,2,11,11,0,0.15869329774716276
moderate_cb,0.1,0.6,291,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,291,2,1,2,10,10,0,0.09696732903171809
moderate_cb,0.1,0.6,291,3,1,2,9,9,0,0.05029713028765208
moderate_cb,0.1,0.6,291,4,2,1,10,10,0,0.10601598395202974
moderate_cb,0.1,0.6,291,5,2,1,11,11,0,0.18005003303479325
moderate_cb,0.1,0.6,292,1,1,2,6,6,0,0.04071057939626552
moderate_cb,0.1,0.6,292,2,1,2,6,6,0,0.006334523612826604
moderate_cb,0.1,0.6,292,3,2,1,9,9,0,0.055026342007676574
moderate_cb,0.1,0.6,292,4,3,0,12,13,1,0.16589412452999178
moderate_cb,0.1,0.6,292,5,3,0,13,15,1,0.017218704692703646
moderate_cb,0.1,0.6,293,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,293,2,1,2,10,10,0,0.09696732903171809
moderate_cb,0.1,0.6,293,3,2,1,11,11,0,0.15882450166613926
moderate_cb,0.1,0.6,293,4,3,0,13,14,1,0.1006710731816317
moderate_cb,0.1,0.6,293,5,1,2,12,11,1,0.21928812414879703
moderate_cb,0.1,0.6,294,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,294,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,294,3,2,1,13,13,0,0.15280463928342938
moderate_cb,0.1,0.6,294,4,1,2,12,12,0,0.21935818787354944
moderate_cb,0.1,0.6,294,5,2,1,12,12,0,0.3218719790589648
moderate_cb,0.1,0.6,295,1,2,1,13,13,0,0.09061311350932597
moderate_cb,0.1,0.6,295,2,2,1,13,13,0,0.12598803016664795
moderate_cb,0.1,0.6,295,3,1,2,11,11,0,0.15470668622495148
moderate_cb,0.1,0.6,295,4,1,2,10,10,0,0.09541766962603009
moderate_cb,0.1,0.6,295,5,3,0,12,14,1,0.18313371619697572
moderate_cb,0.1,0.6,296,1,0,3,0,0,0,-0.021451999985701665
moderate_cb,0.1,0.6,296,2,1,2,3,3,0,-0.03807372173034628
moderate_cb,0.1,0.6,296,3,2,1,6,8,1,0.0156180881258412
moderate_cb,0.1,0.6,296,4,2,1,8,9,1,0.042791904872557684
moderate_cb,0.1,0.6,296,5,2,1,9,10,1,0.01718911422471084
moderate_cb,0.1,0.6,297,1,1,2,6,6,0,0.04071057939626552
