bot_config,lam_confirm,lam_disconfirm,session_id,round,draw_red,draw_blue,true_bayes_mode,bot_mode,modes_diverge,quadratic_score
bayesian,0.0,0.0,376,2,1,2,3,3,0,-0.1064714482284142
bayesian,0.0,0.0,376,3,3,0,9,9,0,0.03501169576149096
bayesian,0.0,0.0,376,4,2,1,10,10,0,0.09483927447465867
bayesian,0.0,0.0,376,5,2,1,11,11,0,0.1688901729829948
bayesian,0.0,0.0,377,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,377,2,1,2,6,6,0,-0.01803835569315447
bayesian,0.0,0.0,377,3,3,0,11,11,0,0.1921919767807812
bayesian,0.0,0.0,377,4,2,1,12,12,0,0.27428071831633083
bayesian,0.0,0.0,377,5,1,2,11,11,0,0.16889017298299458
bayesian,0.0,0.0,378,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,378,2,1,2,13,13,0,0.14088837289301687
bayesian,0.0,0.0,378,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,378,4,2,1,13,13,0,0.17174554358161717
bayesian,0.0,0.0,378,5,2,1,13,13,0,0.12947396111233592
bayesian,0.0,0.0,379,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,379,2,3,0,13,13,0,0.1408883728930168
bayesian,0.0,0.0,379,3,2,1,13,13,0,0.16518572722541378
bayesian,0.0,0.0,379,4,1,2,12,12,0,0.2742807183163309
bayesian,0.0,0.0,379,5,0,3,9,9,0,-0.14247647894093274
bayesian,0.0,0.0,380,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,380,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,380,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,380,4,2,1,13,13,0,0.17174554358161717
bayesian,0.0,0.0,380,5,2,1,13,13,0,0.12947396111233592
bayesian,0.0,0.0,381,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,381,2,2,1,10,10,0,0.11916638000229328
bayesian,0.0,0.0,381,3,1,2,9,9,0,0.035011695761490935
bayesian,0.0,0.0,381,4,2,1,10,10,0,0.09483927447465862
bayesian,0.0,0.0,381,5,3,0,12,12,0,0.3809107442517136
bayesian,0.0,0.0,382,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,382,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,382,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,382,4,1,2,12,12,0,0.274280718316331
bayesian,0.0,0.0,382,5,2,1,12,12,0,0.3809107442517137
bayesian,0.0,0.0,383,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,383,2,1,2,10,10,0,0.11916638000229333
bayesian,0.0,0.0,383,3,1,2,9,9,0,0.03501169576149098
bayesian,0.0,0.0,383,4,2,1,10,10,0,0.09483927447465867
bayesian,0.0,0.0,383,5,2,1,11,11,0,0.1688901729829948
bayesian,0.0,0.0,384,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,384,2,2,1,17,17,0,-0.009051427588579297
bayesian,0.0,0.0,384,3,3,0,18,18,0,-0.16081121091288633
bayesian,0.0,0.0,384,4,1,2,15,15,0,-0.062306743348037166
bayesian,0.0,0.0,384,5,0,3,12,12,0,0.38091074425171373
bayesian,0.0,0.0,385,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,385,2,1,2,13,13,0,0.14088837289301687
bayesian,0.0,0.0,385,3,1,2,11,11,0,0.1921919767807813
bayesian,0.0,0.0,385,4,3,0,13,13,0,0.17174554358161714
bayesian,0.0,0.0,385,5,2,1,13,13,0,0.1294739611123359
bayesian,0.0,0.0,386,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,386,2,1,2,10,10,0,0.11916638000229333
bayesian,0.0,0.0,386,3,2,1,11,11,0,0.19219197678078134
bayesian,0.0,0.0,386,4,2,1,12,12,0,0.27428071831633105
bayesian,0.0,0.0,386,5,1,2,11,11,0,0.16889017298299475
bayesian,0.0,0.0,387,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,387,2,1,2,10,10,0,0.11916638000229333
bayesian,0.0,0.0,387,3,2,1,11,11,0,0.19219197678078134
bayesian,0.0,0.0,387,4,1,2,10,10,0,0.09483927447465867
bayesian,0.0,0.0,387,5,2,1,11,11,0,0.1688901729829948
bayesian,0.0,0.0,388,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,388,2,1,2,6,6,0,-0.01803835569315447
bayesian,0.0,0.0,388,3,2,1,9,9,0,0.03501169576149092
bayesian,0.0,0.0,388,4,3,0,12,12,0,0.27428071831633083
bayesian,0.0,0.0,388,5,3,0,13,14,1,0.12947396111233583
bayesian,0.0,0.0,389,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,389,2,3,0,20,20,0,-0.19404168099988536
bayesian,0.0,0.0,389,3,2,1,18,18,0,-0.1608112109128863
bayesian,0.0,0.0,389,4,1,2,15,15,0,-0.06230674334803722
bayesian,0.0,0.0,389,5,1,2,13,13,0,0.12947396111233586
bayesian,0.0,0.0,390,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,390,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,390,3,1,2,11,11,0,0.19219197678078132
bayesian,0.0,0.0,390,4,2,1,12,12,0,0.27428071831633094
bayesian,0.0,0.0,390,5,3,0,13,13,0,0.12947396111233592
bayesian,0.0,0.0,391,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,391,2,0,3,6,6,0,-0.018038355693154443
bayesian,0.0,0.0,391,3,2,1,9,9,0,0.03501169576149095
bayesian,0.0,0.0,391,4,2,1,10,10,0,0.09483927447465865
bayesian,0.0,0.0,391,5,2,1,11,11,0,0.16889017298299466
bayesian,0.0,0.0,392,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,392,2,0,3,6,6,0,-0.018038355693154443
bayesian,0.0,0.0,392,3,2,1,9,9,0,0.03501169576149095
bayesian,0.0,0.0,392,4,3,0,12,12,0,0.27428071831633094
bayesian,0.0,0.0,392,5,3,0,13,13,0,0.12947396111233586
bayesian,0.0,0.0,393,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,393,2,2,1,17,17,0,-0.009051427588579297
bayesian,0.0,0.0,393,3,0,3,11,11,0,0.19219197678078132
bayesian,0.0,0.0,393,4,0,3,8,8,0,-0.09935926399238204
bayesian,0.0,0.0,393,5,3,0,11,11,0,0.16889017298299477
bayesian,0.0,0.0,394,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,394,2,2,1,17,17,0,-0.009051427588579297
bayesian,0.0,0.0,394,3,1,2,13,13,0,0.16518572722541386
bayesian,0.0,0.0,394,4,1,2,12,12,0,0.274280718316331
bayesian,0.0,0.0,394,5,3,0,14,14,0,0.12947396111233594
bayesian,0.0,0.0,395,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,395,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,395,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,395,4,2,1,13,13,0,0.17174554358161717
bayesian,0.0,0.0,395,5,3,0,15,15,0,-0.16774392120652515
bayesian,0.0,0.0,396,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,396,2,1,2,13,13,0,0.14088837289301687
bayesian,0.0,0.0,396,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,396,4,1,2,12,12,0,0.274280718316331
bayesian,0.0,0.0,396,5,2,1,12,12,0,0.38091074425171373
bayesian,0.0,0.0,397,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,397,2,1,2,13,13,0,0.14088837289301687
bayesian,0.0,0.0,397,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,397,4,2,1,13,13,0,0.17174554358161717
bayesian,0.0,0.0,397,5,1,2,12,12,0,0.3809107442517137
bayesian,0.0,0.0,398,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,398,2,2,1,10,10,0,0.11916638000229328
bayesian,0.0,0.0,398,3,0,3,6,6,0,-0.0932885126729747
bayesian,0.0,0.0,398,4,3,0,10,10,0,0.09483927447465856
bayesian,0.0,0.0,398,5,3,0,12,12,0,0.3809107442517135
bayesian,0.0,0.0,399,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,399,2,1,2,10,10,0,0.11916638000229333
bayesian,0.0,0.0,399,3,2,1,11,11,0,0.19219197678078134
bayesian,0.0,0.0,399,4,2,1,12,12,0,0.27428071831633105
bayesian,0.0,0.0,399,5,2,1,12,12,0,0.3809107442517138
bayesian,0.0,0.0,400,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,400,2,1,2,13,13,0,0.14088837289301687
bayesian,0.0,0.0,400,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,400,4,1,2,12,12,0,0.274280718316331
bayesian,0.0,0.0,400,5,3,0,13,14,1,0.12947396111233594
bayesian,0.0,0.0,401,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,401,2,1,2,6,6,0,-0.01803835569315447
bayesian,0.0,0.0,401,3,3,0,11,11,0,0.1921919767807812
bayesian,0.0,0.0,401,4,2,1,12,12,0,0.27428071831633083
bayesian,0.0,0.0,401,5,2,1,12,12,0,0.3809107442517135
bayesian,0.0,0.0,402,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,402,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,402,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,402,4,1,2,12,12,0,0.274280718316331
bayesian,0.0,0.0,402,5,1,2,11,11,0,0.16889017298299472
bayesian,0.0,0.0,403,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,403,2,3,0,13,13,0,0.1408883728930168
bayesian,0.0,0.0,403,3,3,0,16,16,0,-0.01800968856186927
bayesian,0.0,0.0,403,4,2,1,15,15,0,-0.062306743348037166
bayesian,0.0,0.0,403,5,1,2,13,14,1,0.1294739611123359
bayesian,0.0,0.0,404,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,404,2,2,1,17,17,0,-0.009051427588579297
bayesian,0.0,0.0,404,3,0,3,11,11,0,0.19219197678078132
bayesian,0.0,0.0,404,4,2,1,12,12,0,0.27428071831633094
bayesian,0.0,0.0,404,5,1,2,11,11,0,0.16889017298299472
bayesian,0.0,0.0,405,1,0,3,0,0,0,-0.09864184270199308
bayesian,0.0,0.0,405,2,3,0,10,10,0,0.11916638000229333
bayesian,0.0,0.0,405,3,1,2,9,9,0,0.03501169576149099
bayesian,0.0,0.0,405,4,2,1,10,10,0,0.09483927447465867
bayesian,0.0,0.0,405,5,1,2,9,9,0,-0.14247647894093274
bayesian,0.0,0.0,406,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,406,2,3,0,13,13,0,0.1408883728930168
bayesian,0.0,0.0,406,3,1,2,11,11,0,0.19219197678078115
bayesian,0.0,0.0,406,4,2,1,12,12,0,0.2742807183163307
bayesian,0.0,0.0,406,5,2,1,12,12,0,0.38091074425171345
bayesian,0.0,0.0,407,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,407,2,1,2,10,10,0,0.11916638000229333
bayesian,0.0,0.0,407,3,2,1,11,11,0,0.19219197678078134
bayesian,0.0,0.0,407,4,1,2,10,10,0,0.09483927447465867
bayesian,0.0,0.0,407,5,2,1,11,11,0,0.1688901729829948
bayesian,0.0,0.0,408,1,0,3,0,0,0,-0.09864184270199308
bayesian,0.0,0.0,408,2,3,0,10,10,0,0.11916638000229333
bayesian,0.0,0.0,408,3,3,0,13,13,0,0.16518572722541386
bayesian,0.0,0.0,408,4,1,2,12,12,0,0.27428071831633094
bayesian,0.0,0.0,408,5,1,2,11,11,0,0.16889017298299475
bayesian,0.0,0.0,409,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,409,2,1,2,13,13,0,0.14088837289301687
bayesian,0.0,0.0,409,3,0,3,9,9,0,0.03501169576149095
bayesian,0.0,0.0,409,4,2,1,10,10,0,0.09483927447465867
bayesian,0.0,0.0,409,5,2,1,11,11,0,0.16889017298299477
bayesian,0.0,0.0,410,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,410,2,3,0,13,13,0,0.1408883728930168
bayesian,0.0,0.0,410,3,2,1,13,13,0,0.16518572722541378
bayesian,0.0,0.0,410,4,2,1,13,13,0,0.17174554358161703
bayesian,0.0,0.0,410,5,2,1,13,13,0,0.12947396111233583
bayesian,0.0,0.0,411,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,411,2,1,2,13,13,0,0.14088837289301687
bayesian,0.0,0.0,411,3,1,2,11,11,0,0.1921919767807813
bayesian,0.0,0.0,411,4,2,1,12,12,0,0.27428071831633094
bayesian,0.0,0.0,411,5,1,2,11,11,0,0.1688901729829947
bayesian,0.0,0.0,412,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,412,2,1,2,13,13,0,0.14088837289301687
bayesian,0.0,0.0,412,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,412,4,2,1,13,13,0,0.17174554358161717
bayesian,0.0,0.0,412,5,1,2,12,12,0,0.3809107442517137
bayesian,0.0,0.0,413,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,413,2,3,0,17,17,0,-0.00905142758857927
bayesian,0.0,0.0,413,3,0,3,11,11,0,0.19219197678078137
bayesian,0.0,0.0,413,4,1,2,10,10,0,0.0948392744746587
bayesian,0.0,0.0,413,5,2,1,11,11,0,0.1688901729829948
bayesian,0.0,0.0,414,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,414,2,3,0,13,13,0,0.1408883728930168
bayesian,0.0,0.0,414,3,1,2,11,11,0,0.19219197678078115
bayesian,0.0,0.0,414,4,0,3,8,8,0,-0.09935926399238199
bayesian,0.0,0.0,414,5,3,0,11,11,0,0.16889017298299458
bayesian,0.0,0.0,415,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,415,2,3,0,17,17,0,-0.00905142758857927
bayesian,0.0,0.0,415,3,1,2,13,13,0,0.16518572722541391
bayesian,0.0,0.0,415,4,1,2,12,12,0,0.2742807183163311
bayesian,0.0,0.0,415,5,2,1,12,12,0,0.38091074425171384
bayesian,0.0,0.0,416,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,416,2,1,2,13,13,0,0.14088837289301687
bayesian,0.0,0.0,416,3,1,2,11,11,0,0.1921919767807813
bayesian,0.0,0.0,416,4,1,2,10,10,0,0.0948392744746587
bayesian,0.0,0.0,416,5,1,2,9,9,0,-0.14247647894093274
bayesian,0.0,0.0,417,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,417,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,417,3,1,2,11,11,0,0.19219197678078132
bayesian,0.0,0.0,417,4,3,0,13,13,0,0.1717455435816172
bayesian,0.0,0.0,417,5,0,3,11,11,0,0.16889017298299466
bayesian,0.0,0.0,418,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,418,2,1,2,10,10,0,0.11916638000229333
bayesian,0.0,0.0,418,3,2,1,11,11,0,0.19219197678078134
bayesian,0.0,0.0,418,4,3,0,13,13,0,0.1717455435816172
bayesian,0.0,0.0,418,5,2,1,13,13,0,0.12947396111233603
bayesian,0.0,0.0,419,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,419,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,419,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,419,4,1,2,12,12,0,0.274280718316331
bayesian,0.0,0.0,419,5,2,1,12,12,0,0.3809107442517137
bayesian,0.0,0.0,420,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,420,2,3,0,13,13,0,0.1408883728930168
bayesian,0.0,0.0,420,3,0,3,9,9,0,0.035011695761490935
bayesian,0.0,0.0,420,4,1,2,8,8,0,-0.09935926399238205
bayesian,0.0,0.0,420,5,2,1,9,9,0,-0.1424764789409328
bayesian,0.0,0.0,421,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,421,2,3,0,17,17,0,-0.00905142758857927
bayesian,0.0,0.0,421,3,0,3,11,11,0,0.19219197678078137
bayesian,0.0,0.0,421,4,3,0,13,13,0,0.1717455435816172
bayesian,0.0,0.0,421,5,3,0,15,15,0,-0.16774392120652504
bayesian,0.0,0.0,422,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,422,2,2,1,10,10,0,0.11916638000229328
bayesian,0.0,0.0,422,3,2,1,11,11,0,0.1921919767807812
bayesian,0.0,0.0,422,4,2,1,12,12,0,0.27428071831633083
bayesian,0.0,0.0,422,5,1,2,11,11,0,0.16889017298299464
bayesian,0.0,0.0,423,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,423,2,1,2,6,6,0,-0.01803835569315447
bayesian,0.0,0.0,423,3,1,2,6,6,0,-0.09328851267297467
bayesian,0.0,0.0,423,4,2,1,8,8,0,-0.09935926399238204
bayesian,0.0,0.0,423,5,2,1,9,9,0,-0.14247647894093282
bayesian,0.0,0.0,424,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,424,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,424,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,424,4,0,3,10,10,0,0.09483927447465867
bayesian,0.0,0.0,424,5,3,0,12,12,0,0.3809107442517138
bayesian,0.0,0.0,425,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,425,2,1,2,13,13,0,0.14088837289301687
bayesian,0.0,0.0,425,3,3,0,16,16,0,-0.01800968856186927
bayesian,0.0,0.0,425,4,1,2,13,13,0,0.17174554358161717
bayesian,0.0,0.0,425,5,1,2,12,12,0,0.38091074425171373
bayesian,0.0,0.0,426,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,426,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,426,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,426,4,1,2,12,12,0,0.274280718316331
bayesian,0.0,0.0,426,5,2,1,12,12,0,0.3809107442517137
bayesian,0.0,0.0,427,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,427,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,427,3,0,3,9,9,0,0.03501169576149098
bayesian,0.0,0.0,427,4,1,2,8,8,0,-0.09935926399238204
bayesian,0.0,0.0,427,5,2,1,9,9,0,-0.14247647894093274
bayesian,0.0,0.0,428,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,428,2,2,1,10,10,0,0.11916638000229328
bayesian,0.0,0.0,428,3,2,1,11,11,0,0.1921919767807812
bayesian,0.0,0.0,428,4,1,2,10,10,0,0.09483927447465862
bayesian,0.0,0.0,428,5,3,0,12,12,0,0.3809107442517136
bayesian,0.0,0.0,429,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,429,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,429,3,3,0,16,16,0,-0.01800968856186927
bayesian,0.0,0.0,429,4,1,2,13,13,0,0.17174554358161717
bayesian,0.0,0.0,429,5,1,2,12,12,0,0.3809107442517137
bayesian,0.0,0.0,430,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,430,2,2,1,17,17,0,-0.009051427588579297
bayesian,0.0,0.0,430,3,1,2,13,13,0,0.16518572722541386
bayesian,0.0,0.0,430,4,3,0,15,15,0,-0.062306743348037166
bayesian,0.0,0.0,430,5,1,2,14,14,0,0.129473961112336
bayesian,0.0,0.0,431,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,431,2,3,0,17,17,0,-0.00905142758857927
bayesian,0.0,0.0,431,3,0,3,11,11,0,0.19219197678078137
bayesian,0.0,0.0,431,4,2,1,12,12,0,0.27428071831633105
bayesian,0.0,0.0,431,5,1,2,11,11,0,0.16889017298299475
bayesian,0.0,0.0,432,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,432,2,1,2,6,6,0,-0.01803835569315447
bayesian,0.0,0.0,432,3,1,2,6,6,0,-0.09328851267297467
bayesian,0.0,0.0,432,4,3,0,10,10,0,0.09483927447465859
bayesian,0.0,0.0,432,5,3,0,12,12,0,0.38091074425171356
bayesian,0.0,0.0,433,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,433,2,1,2,13,13,0,0.14088837289301687
bayesian,0.0,0.0,433,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,433,4,3,0,15,15,0,-0.062306743348037166
bayesian,0.0,0.0,433,5,1,2,13,14,1,0.129473961112336
bayesian,0.0,0.0,434,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,434,2,2,1,10,10,0,0.11916638000229328
bayesian,0.0,0.0,434,3,1,2,9,9,0,0.035011695761490935
bayesian,0.0,0.0,434,4,2,1,10,10,0,0.09483927447465862
bayesian,0.0,0.0,434,5,2,1,11,11,0,0.1688901729829946
bayesian,0.0,0.0,435,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,435,2,2,1,10,10,0,0.11916638000229328
bayesian,0.0,0.0,435,3,1,2,9,9,0,0.035011695761490935
bayesian,0.0,0.0,435,4,1,2,8,8,0,-0.09935926399238203
bayesian,0.0,0.0,435,5,3,0,11,11,0,0.16889017298299464
bayesian,0.0,0.0,436,1,3,0,20,20,0,-0.0438381668456856
bayesian,0.0,0.0,436,2,1,2,13,13,0,0.14088837289301687
bayesian,0.0,0.0,436,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,436,4,1,2,12,12,0,0.274280718316331
bayesian,0.0,0.0,436,5,1,2,11,11,0,0.16889017298299477
bayesian,0.0,0.0,437,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,437,2,1,2,10,10,0,0.11916638000229333
bayesian,0.0,0.0,437,3,2,1,11,11,0,0.19219197678078134
bayesian,0.0,0.0,437,4,2,1,12,12,0,0.27428071831633105
bayesian,0.0,0.0,437,5,3,0,14,13,1,0.12947396111233597
bayesian,0.0,0.0,438,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,438,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,438,3,3,0,16,16,0,-0.01800968856186927
bayesian,0.0,0.0,438,4,1,2,13,13,0,0.17174554358161717
bayesian,0.0,0.0,438,5,3,0,15,15,0,-0.16774392120652515
bayesian,0.0,0.0,439,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,439,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,439,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,439,4,3,0,15,15,0,-0.0623067433480371
bayesian,0.0,0.0,439,5,1,2,14,13,1,0.12947396111233594
bayesian,0.0,0.0,440,1,0,3,0,0,0,-0.09864184270199308
bayesian,0.0,0.0,440,2,2,1,6,6,0,-0.01803835569315443
bayesian,0.0,0.0,440,3,2,1,9,9,0,0.03501169576149098
bayesian,0.0,0.0,440,4,1,2,8,8,0,-0.09935926399238204
bayesian,0.0,0.0,440,5,3,0,11,11,0,0.16889017298299477
bayesian,0.0,0.0,441,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,441,2,2,1,10,10,0,0.11916638000229328
bayesian,0.0,0.0,441,3,1,2,9,9,0,0.035011695761490935
bayesian,0.0,0.0,441,4,2,1,10,10,0,0.09483927447465862
bayesian,0.0,0.0,441,5,2,1,11,11,0,0.1688901729829946
bayesian,0.0,0.0,442,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,442,2,3,0,17,17,0,-0.00905142758857927
bayesian,0.0,0.0,442,3,2,1,16,16,0,-0.01800968856186924
bayesian,0.0,0.0,442,4,3,0,17,17,0,-0.1942175012419829
bayesian,0.0,0.0,442,5,0,3,13,13,0,0.12947396111233603
bayesian,0.0,0.0,443,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,443,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,443,3,1,2,11,11,0,0.19219197678078132
bayesian,0.0,0.0,443,4,1,2,10,10,0,0.09483927447465867
bayesian,0.0,0.0,443,5,3,0,12,12,0,0.3809107442517137
bayesian,0.0,0.0,444,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,444,2,1,2,6,6,0,-0.01803835569315447
bayesian,0.0,0.0,444,3,2,1,9,9,0,0.03501169576149092
bayesian,0.0,0.0,444,4,3,0,12,12,0,0.27428071831633083
bayesian,0.0,0.0,444,5,2,1,12,12,0,0.3809107442517136
bayesian,0.0,0.0,445,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,445,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,445,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,445,4,0,3,10,10,0,0.09483927447465867
bayesian,0.0,0.0,445,5,1,2,9,9,0,-0.14247647894093274
bayesian,0.0,0.0,446,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,446,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,446,3,2,1,13,13,0,0.16518572722541386
bayesian,0.0,0.0,446,4,0,3,10,10,0,0.09483927447465867
bayesian,0.0,0.0,446,5,3,0,12,12,0,0.3809107442517138
bayesian,0.0,0.0,447,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,447,2,2,1,10,10,0,0.11916638000229328
bayesian,0.0,0.0,447,3,2,1,11,11,0,0.1921919767807812
bayesian,0.0,0.0,447,4,2,1,12,12,0,0.27428071831633083
bayesian,0.0,0.0,447,5,2,1,12,12,0,0.38091074425171356
bayesian,0.0,0.0,448,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,448,2,3,0,17,17,0,-0.00905142758857927
bayesian,0.0,0.0,448,3,1,2,13,13,0,0.16518572722541391
bayesian,0.0,0.0,448,4,2,1,13,13,0,0.17174554358161723
bayesian,0.0,0.0,448,5,1,2,12,12,0,0.3809107442517138
bayesian,0.0,0.0,449,1,0,3,0,0,0,-0.09864184270199308
bayesian,0.0,0.0,449,2,3,0,10,10,0,0.11916638000229333
bayesian,0.0,0.0,449,3,2,1,11,11,0,0.19219197678078132
bayesian,0.0,0.0,449,4,3,0,13,13,0,0.1717455435816172
bayesian,0.0,0.0,449,5,3,0,15,15,0,-0.16774392120652515
bayesian,0.0,0.0,450,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,450,2,1,2,10,10,0,0.11916638000229333
bayesian,0.0,0.0,450,3,3,0,13,13,0,0.16518572722541386
bayesian,0.0,0.0,450,4,1,2,12,12,0,0.27428071831633094
bayesian,0.0,0.0,450,5,1,2,11,11,0,0.16889017298299472
bayesian,0.0,0.0,451,1,1,2,6,6,0,0.04134622269960614
bayesian,0.0,0.0,451,2,3,0,13,13,0,0.1408883728930168
bayesian,0.0,0.0,451,3,2,1,13,13,0,0.16518572722541378
bayesian,0.0,0.0,451,4,1,2,12,12,0,0.2742807183163309
bayesian,0.0,0.0,451,5,3,0,13,13,0,0.12947396111233583
bayesian,0.0,0.0,452,1,2,1,13,13,0,0.10550662370211243
bayesian,0.0,0.0,452,2,2,1,13,13,0,0.14088837289301692
bayesian,0.0,0.0,452,3,0,3,9,9,0,0.03501169576149098
bayesian,0.0,0.0,452,4,3,0,12,12,0,0.27428071831633094
bayesian,0.0,0.0,452,5,3,0,14,14,0,0.12947396111233597
bayesian,0.0,0.0,453,1,3,0,20,20,0,-0.0438381668456856
